source_row_uid,election,stat_area_vintage,source_locality_code,source_locality_name,effective_locality_code,effective_locality_name,source_kalpi,ballot_base,eligible_voters,actual_voters,gap_reason_code,resolution_state,classification_confidence,gap_explanation,arcgis_audit_status,arcgis_audit_reason,arcgis_review_decision,arcgis_review_basis,final_assignment_method,final_assignment_source,unresolved_reason
K24:10600,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,15.1,15,556,295,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10601,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,15.2,15,556,331,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10602,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,15.3,15,556,277,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10603,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,15.4,15,556,319,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10604,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,15.5,15,556,279,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10605,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,15.6,15,553,295,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10606,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,16.1,16,527,300,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10607,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,16.2,16,527,313,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10608,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,16.3,16,527,268,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10609,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,16.4,16,527,288,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10610,K24,2011,516,מגד אלכרום,516,מג'ד אל-כרום,16.5,16,525,287,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10778,K24,2011,522,נחף,522,נחף,1.1,1,472,233,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10779,K24,2011,522,נחף,522,נחף,1.2,1,472,212,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10780,K24,2011,522,נחף,522,נחף,1.3,1,471,229,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10793,K24,2011,522,נחף,522,נחף,12.1,12,559,281,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10794,K24,2011,522,נחף,522,נחף,12.2,12,559,289,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10795,K24,2011,522,נחף,522,נחף,12.3,12,559,251,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10796,K24,2011,522,נחף,522,נחף,12.4,12,559,257,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10781,K24,2011,522,נחף,522,נחף,2.1,2,373,184,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10782,K24,2011,522,נחף,522,נחף,2.2,2,372,129,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10783,K24,2011,522,נחף,522,נחף,4.1,4,489,223,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10784,K24,2011,522,נחף,522,נחף,4.2,4,489,200,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10785,K24,2011,522,נחף,522,נחף,4.3,4,489,257,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10786,K24,2011,522,נחף,522,נחף,6.1,6,392,147,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10787,K24,2011,522,נחף,522,נחף,6.2,6,391,198,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10788,K24,2011,522,נחף,522,נחף,8.1,8,357,174,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10789,K24,2011,522,נחף,522,נחף,8.2,8,356,175,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10790,K24,2011,522,נחף,522,נחף,9.1,9,484,252,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10791,K24,2011,522,נחף,522,נחף,9.2,9,484,227,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10792,K24,2011,522,נחף,522,נחף,9.3,9,484,249,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7938,K24,2011,529,אעבלין,529,אעבלין,10.1,10,475,236,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7939,K24,2011,529,אעבלין,529,אעבלין,10.2,10,475,246,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7940,K24,2011,529,אעבלין,529,אעבלין,10.3,10,475,204,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7941,K24,2011,529,אעבלין,529,אעבלין,11.1,11,492,250,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7942,K24,2011,529,אעבלין,529,אעבלין,11.2,11,492,248,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7943,K24,2011,529,אעבלין,529,אעבלין,11.3,11,491,262,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7944,K24,2011,529,אעבלין,529,אעבלין,12.1,12,363,213,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7945,K24,2011,529,אעבלין,529,אעבלין,12.2,12,362,213,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7946,K24,2011,529,אעבלין,529,אעבלין,13.1,13,452,176,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7947,K24,2011,529,אעבלין,529,אעבלין,13.2,13,452,230,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7948,K24,2011,529,אעבלין,529,אעבלין,13.3,13,452,237,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7928,K24,2011,529,אעבלין,529,אעבלין,2.1,2,326,143,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7929,K24,2011,529,אעבלין,529,אעבלין,2.2,2,326,136,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7930,K24,2011,529,אעבלין,529,אעבלין,4.1,4,490,288,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7931,K24,2011,529,אעבלין,529,אעבלין,4.2,4,490,237,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7932,K24,2011,529,אעבלין,529,אעבלין,4.3,4,489,252,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7933,K24,2011,529,אעבלין,529,אעבלין,7.1,7,394,168,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7934,K24,2011,529,אעבלין,529,אעבלין,7.2,7,393,206,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7935,K24,2011,529,אעבלין,529,אעבלין,8.1,8,487,250,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7936,K24,2011,529,אעבלין,529,אעבלין,8.2,8,487,264,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:7937,K24,2011,529,אעבלין,529,אעבלין,8.3,8,486,192,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11229,K24,2011,531,עראבה,531,עראבה,12.1,12,547,315,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11230,K24,2011,531,עראבה,531,עראבה,12.2,12,547,295,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11231,K24,2011,531,עראבה,531,עראבה,12.3,12,547,315,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11232,K24,2011,531,עראבה,531,עראבה,12.4,12,547,312,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11233,K24,2011,531,עראבה,531,עראבה,16.1,16,589,302,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11234,K24,2011,531,עראבה,531,עראבה,16.2,16,589,334,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11235,K24,2011,531,עראבה,531,עראבה,16.3,16,589,338,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11236,K24,2011,531,עראבה,531,עראבה,16.4,16,589,326,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11237,K24,2011,531,עראבה,531,עראבה,16.5,16,588,268,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11238,K24,2011,531,עראבה,531,עראבה,19.1,19,568,309,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11239,K24,2011,531,עראבה,531,עראבה,19.2,19,568,344,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11240,K24,2011,531,עראבה,531,עראבה,19.3,19,568,393,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11241,K24,2011,531,עראבה,531,עראבה,19.4,19,568,311,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11242,K24,2011,531,עראבה,531,עראבה,19.5,19,565,348,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11243,K24,2011,531,עראבה,531,עראבה,21.1,21,535,309,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11244,K24,2011,531,עראבה,531,עראבה,21.2,21,535,319,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11245,K24,2011,531,עראבה,531,עראבה,21.3,21,535,269,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11246,K24,2011,531,עראבה,531,עראבה,21.4,21,532,260,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11247,K24,2011,531,עראבה,531,עראבה,24.1,24,561,290,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11248,K24,2011,531,עראבה,531,עראבה,24.2,24,561,298,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11249,K24,2011,531,עראבה,531,עראבה,24.3,24,561,302,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11250,K24,2011,531,עראבה,531,עראבה,24.4,24,561,278,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11251,K24,2011,531,עראבה,531,עראבה,24.5,24,559,321,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11221,K24,2011,531,עראבה,531,עראבה,8.1,8,567,296,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11222,K24,2011,531,עראבה,531,עראבה,8.2,8,567,298,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11223,K24,2011,531,עראבה,531,עראבה,8.3,8,567,302,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11224,K24,2011,531,עראבה,531,עראבה,8.4,8,565,339,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11225,K24,2011,531,עראבה,531,עראבה,9.1,9,537,343,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
